budget,genres,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",en,Vertical Limit,13.318744,"[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""PK"", ""name"": ""Pakistan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-12-08,215663859,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}]",Released,Vertical Limit
75000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",en,Charlie Wilson's War,18.70031,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-12-19,119000410,102.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}]",Released,Charlie Wilson's War
75000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,Shark Tale,47.094369,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-09-20,367275019,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Shark Tale
70000000,"[{""id"": 18, ""name"": ""Drama""}]",en,Dreamgirls,14.486311,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-12-25,154937680,134.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dreamgirls
53000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",en,Be Cool,18.61472,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-03-04,95226116,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Be Cool
70000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",en,Munich,29.035222,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2005-12-22,130358911,164.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Munich
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",en,Tears of the Sun,27.055085,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-03-07,85632458,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Tears of the Sun
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",en,Killers,23.004607,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-06-04,98159963,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Killers
75000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",en,The Man from U.N.C.L.E.,48.744209,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-13,108145109,116.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,The Man from U.N.C.L.E.
80000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Spanglish,14.209329,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-12-17,55041367,130.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Spanglish
75000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,Monster House,36.368839,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-07-21,140175006,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Monster House
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",en,Bandits,24.353302,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-10-12,67631903,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bandits
55000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,First Knight,19.143321,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-07-07,127600435,134.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,First Knight
75000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",en,Immortals,37.917002,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-11-10,226904017,110.0,"[{""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Immortals
52000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",en,Hostage,23.663713,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-03-09,77944725,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hostage
75000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",en,Titan A.E.,14.44381,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-06-16,36754634,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Titan A.E.
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",en,Hollywood Homicide,10.605084,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-06-09,51142659,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hollywood Homicide
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Soldier,11.873856,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-10-23,14567883,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Soldier
75000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",en,Monkeybone,8.098369,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-02-23,5409517,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Monkeybone
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,Flight of the Phoenix,20.374308,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-12-17,21009180,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Flight of the Phoenix
75000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",en,Unbreakable,42.006908,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-11-13,248118121,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Unbreakable
74000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",en,Minions,875.581305,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-17,1156730962,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Minions
82000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",en,Sucker Punch,39.127082,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-24,89792502,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Sucker Punch
73000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",en,Snake Eyes,20.790703,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-08-07,103891409,98.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Snake Eyes
75000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",en,Sphere,18.65988,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-02-13,13100000,134.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sphere
73000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",en,The Angry Birds Movie,45.720894,"[{""iso_3166_1"": ""FI"", ""name"": ""Finland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-11,349779543,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Angry Birds Movie
70000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",en,Fool's Gold,21.789615,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-07,111231041,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fool's Gold
75000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",en,Funny People,20.199057,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-07-31,61458982,146.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Funny People
70000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",en,The Kingdom,26.123705,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-22,86658558,110.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Kingdom
72500000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Talladega Nights: The Ballad of Ricky Bobby,12.599836,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-04,162966177,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Talladega Nights: The Ballad of Ricky Bobby
70000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",en,Dr. Dolittle 2,13.543053,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-06-22,176104344,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dr. Dolittle 2
72000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",en,Braveheart,60.722162,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-05-24,210000000,177.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""gd"", ""name"": """"}]",Released,Braveheart
72000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",en,Jarhead,32.227223,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-04,96889998,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,Jarhead
75000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,The Simpsons Movie,46.875375,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-07-25,527068851,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Simpsons Movie
72000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,The Majestic,11.215702,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-12-21,37317558,152.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Majestic
94000000,"[{""id"": 28, ""name"": ""Action""}]",en,Driven,8.468586,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-04-27,54744738,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Driven
74500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",en,Deux frères,8.884318,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2004-04-07,62172050,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Two Brothers
60000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",en,The Village,27.491891,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-07-30,256697520,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Village
71000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,Doctor Dolittle,21.462935,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-06-22,294456605,85.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Doctor Dolittle
72000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",en,Signs,28.848187,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-02,408247917,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,Signs
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,Shrek 2,47.320801,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-05-19,919838758,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Shrek 2
120000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,Cars,82.643036,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-06-08,461983149,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""yi"", ""name"": """"}]",Released,Cars
70000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",en,Runaway Bride,20.230535,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-07-30,309457509,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Runaway Bride
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",en,xXx,46.217769,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-09,277448382,124.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,xXx
74000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,The SpongeBob Movie: Sponge Out of Water,36.952268,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-05,311594032,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The SpongeBob Movie: Sponge Out of Water
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",en,Ransom,16.411345,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-11-08,309492681,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Ransom
70000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",en,Inglourious Basterds,72.595961,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-18,319131050,153.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Inglourious Basterds
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,Hook,33.648404,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-12-11,300854823,144.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hook
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",en,Die Hard 2,57.69847,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-07-02,240031094,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Die Hard 2
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",en,S.W.A.T.,34.052253,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-08-08,116643346,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,S.W.A.T.
68000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,Vanilla Sky,27.299301,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-12-10,203388341,136.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Vanilla Sky
75000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]",en,Lady in the Water,20.219385,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-07-21,42285169,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Lady in the Water
